,DateRead,ammonia_ppm,nitrate_ppm,phosphorus_ppm,influent_mgd,treated_mgd,time,performance,nitrate_load,nitrate_man,nitrate_man3,smooth_nitrate_load
0,2012-10-20 00:00:00,0.094604,3.23702,0.017088,335.998657,335.998657,0.0,100.0,9070.870668169047,10143.14359639983,10143.14359639983,10143.14359639983
1,2012-10-20 01:00:00,0.275421,3.582997,0.016164,333.115448,333.115448,0.041666666666666664,100.0,9954.220767986051,10121.698137835214,10089.529949988291,10121.698137835214
2,2012-10-20 02:00:00,0.647927,3.600029,0.017536,308.466339,308.466339,0.08333333333333333,100.0,9261.467967804752,10118.34859043823,10082.76449088818,10118.34859043823
3,2012-10-20 03:00:00,1.038332,3.671781,0.016186,273.978546,273.978546,0.125,100.0,8389.950091550952,10101.210977985562,10041.699664734007,10101.210977985562
4,2012-10-20 04:00:00,1.059102,3.772531,0.014301,220.950378,220.950378,0.16666666666666666,100.0,6951.741534892428,10066.98576025687,9959.112186074855,10066.98576025687
5,2012-10-20 05:00:00,1.510043,3.802837,0.025333,184.92746,184.92746,0.20833333333333334,100.0,5865.096553281526,10004.68087574958,9808.743653515734,10004.68087574958
6,2012-10-20 06:00:00,1.591618,3.988458,0.016306,159.140335,159.140335,0.25,100.0,5293.602682393605,9921.88918930022,9611.561298504022,9921.88918930022
7,2012-10-20 07:00:00,1.56617,3.996757,0.024342,155.803818,155.803818,0.2916666666666667,100.0,5193.401401820005,9829.323459162088,9395.663367698502,9829.323459162088
8,2012-10-20 08:00:00,1.431419,4.170648,0.015527,159.544067,159.544067,0.3333333333333333,100.0,5549.45388050477,9736.605018015247,9185.550269404577,9736.605018015247
9,2012-10-20 09:00:00,1.398104,4.235879,0.016751,167.398407,167.398407,0.375,100.0,5913.722169685238,9652.861995265037,9003.745449959586,9652.861995265037
10,2012-10-20 10:00:00,0.970637,4.249267,0.020096,183.19191,183.19191,0.4166666666666667,100.0,6492.117357501949,9578.07919875344,8849.244285945868,9578.07919875344
11,2012-10-20 11:00:00,0.593869,4.560699,0.020294,246.847366,246.847366,0.4583333333333333,100.0,9389.143104142075,9516.35996192841,8731.387939523673,9516.35996192841
