,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
1432,71.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1433,71.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1434,71.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1435,71.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1436,71.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1437,71.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1438,71.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1439,71.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1440,71.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1441,72.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1442,72.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1443,72.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1444,72.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1445,72.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1446,72.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1447,72.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1448,72.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1449,72.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1450,72.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1451,72.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1452,72.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1453,72.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1454,72.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1455,72.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1456,72.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1457,72.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1458,72.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1459,72.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1460,72.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1461,73.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1462,73.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1463,73.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1464,73.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1465,73.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1466,73.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1467,73.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1468,73.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1469,73.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1470,73.45,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1471,73.5,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1472,73.55,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1473,73.6,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1474,73.65,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1475,73.7,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1476,73.75,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1477,73.8,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1478,73.85,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1479,73.9,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1480,73.95,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1481,74.0,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1482,74.05,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1483,74.1,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1484,74.15,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1485,74.2,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1486,74.25,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1487,74.3,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1488,74.35,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
1489,74.4,3.194,2.96,1.368,13.63,15.76,1.815,0.1385,1.715,1.825,100.0
