,t,srtSRTtotal,q11,vss11,scod11,cod11,bod11,snh11,tkn11,initial_bod,bod_performance
552,27.55,3.198,2.96,1.366,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
553,27.6,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
554,27.65,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
555,27.7,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
556,27.75,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
557,27.8,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
558,27.85,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
559,27.9,3.198,2.96,1.367,13.64,15.77,1.824,0.1403,1.718,1.825,100.0
560,27.95,3.197,2.96,1.367,13.64,15.77,1.823,0.1403,1.718,1.825,100.0
561,28.0,3.197,2.96,1.367,13.64,15.77,1.823,0.1403,1.718,1.825,100.0
562,28.05,3.197,2.96,1.367,13.64,15.77,1.823,0.1403,1.718,1.825,100.0
563,28.1,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.718,1.825,100.0
564,28.15,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.718,1.825,100.0
565,28.2,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.718,1.825,100.0
566,28.25,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
567,28.3,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
568,28.35,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
569,28.4,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
570,28.45,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
571,28.5,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
572,28.55,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
573,28.6,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
574,28.65,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
575,28.7,3.197,2.96,1.367,13.64,15.77,1.823,0.1402,1.717,1.825,100.0
576,28.75,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
577,28.8,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
578,28.85,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
579,28.9,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
580,28.95,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
581,29.0,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
582,29.05,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
583,29.1,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
584,29.15,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
585,29.2,3.197,2.96,1.367,13.64,15.77,1.823,0.1401,1.717,1.825,100.0
586,29.25,3.197,2.96,1.367,13.64,15.77,1.822,0.1401,1.717,1.825,100.0
587,29.3,3.197,2.96,1.367,13.64,15.77,1.822,0.1401,1.717,1.825,100.0
588,29.35,3.197,2.96,1.367,13.64,15.77,1.822,0.1401,1.717,1.825,100.0
589,29.4,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
590,29.45,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
591,29.5,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
592,29.55,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
593,29.6,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
594,29.65,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
595,29.7,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
596,29.75,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
597,29.8,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
598,29.85,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
599,29.9,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
600,29.95,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
601,30.0,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
602,30.05,3.197,2.96,1.367,13.64,15.77,1.822,0.14,1.717,1.825,100.0
603,30.1,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
604,30.15,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
605,30.2,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
606,30.25,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
607,30.3,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
608,30.35,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
609,30.4,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
610,30.45,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
611,30.5,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
612,30.55,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
613,30.6,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
614,30.65,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
615,30.7,3.197,2.96,1.367,13.64,15.77,1.822,0.1399,1.717,1.825,100.0
616,30.75,3.197,2.96,1.367,13.64,15.77,1.821,0.1399,1.717,1.825,100.0
617,30.8,3.197,2.96,1.367,13.64,15.77,1.821,0.1399,1.717,1.825,100.0
618,30.85,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
619,30.9,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
620,30.95,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
621,31.0,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
622,31.05,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
623,31.1,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
624,31.15,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
625,31.2,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
626,31.25,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
627,31.3,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
628,31.35,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
629,31.4,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
630,31.45,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
631,31.5,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
632,31.55,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
633,31.6,3.197,2.96,1.367,13.64,15.77,1.821,0.1398,1.717,1.825,100.0
634,31.65,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
635,31.7,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
636,31.75,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
637,31.8,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
638,31.85,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
639,31.9,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
640,31.95,3.197,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
641,32.0,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
642,32.05,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
643,32.1,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
644,32.15,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
645,32.2,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.717,1.825,100.0
646,32.25,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
647,32.3,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
648,32.35,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
649,32.4,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
650,32.45,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
651,32.5,3.196,2.96,1.367,13.64,15.77,1.821,0.1397,1.716,1.825,100.0
652,32.55,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
653,32.6,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
654,32.65,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
655,32.7,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
656,32.75,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
657,32.8,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
658,32.85,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
659,32.9,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
660,32.95,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
661,33.0,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
662,33.05,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
663,33.1,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
664,33.15,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
665,33.2,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
666,33.25,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
667,33.3,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
668,33.35,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
669,33.4,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
670,33.45,3.196,2.96,1.367,13.64,15.77,1.82,0.1396,1.716,1.825,100.0
671,33.5,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
672,33.55,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
673,33.6,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
674,33.65,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
675,33.7,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
676,33.75,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
677,33.8,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
678,33.85,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
679,33.9,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
680,33.95,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
681,34.0,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
682,34.05,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
683,34.1,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
684,34.15,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
685,34.2,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
686,34.25,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
687,34.3,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
688,34.35,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
689,34.4,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
690,34.45,3.196,2.96,1.367,13.64,15.77,1.82,0.1395,1.716,1.825,100.0
691,34.5,3.196,2.96,1.367,13.64,15.77,1.82,0.1394,1.716,1.825,100.0
692,34.55,3.196,2.96,1.367,13.64,15.77,1.82,0.1394,1.716,1.825,100.0
693,34.6,3.196,2.96,1.367,13.64,15.77,1.82,0.1394,1.716,1.825,100.0
694,34.65,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
695,34.7,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
696,34.75,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
697,34.8,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
698,34.85,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
699,34.9,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
700,34.95,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
701,35.0,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
702,35.05,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
703,35.1,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
704,35.15,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
705,35.2,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
706,35.25,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
707,35.3,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
708,35.35,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
709,35.4,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
710,35.45,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
711,35.5,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
712,35.55,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
713,35.6,3.196,2.96,1.367,13.64,15.77,1.819,0.1394,1.716,1.825,100.0
714,35.65,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
715,35.7,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
716,35.75,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
717,35.8,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
718,35.85,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
719,35.9,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
720,35.95,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
721,36.0,3.196,2.96,1.367,13.64,15.77,1.819,0.1393,1.716,1.825,100.0
722,36.05,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
723,36.1,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
724,36.15,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
725,36.2,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
726,36.25,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
727,36.3,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
728,36.35,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
729,36.4,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
730,36.45,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
731,36.5,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
732,36.55,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
733,36.6,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
734,36.65,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
735,36.7,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
736,36.75,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
737,36.8,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
738,36.85,3.196,2.96,1.367,13.64,15.76,1.819,0.1393,1.716,1.825,100.0
739,36.9,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
740,36.95,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
741,37.0,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
742,37.05,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
743,37.1,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
744,37.15,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
745,37.2,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
746,37.25,3.196,2.96,1.367,13.64,15.76,1.819,0.1392,1.716,1.825,100.0
747,37.3,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
748,37.35,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
749,37.4,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
750,37.45,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
751,37.5,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
752,37.55,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
753,37.6,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
754,37.65,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
755,37.7,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
756,37.75,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
757,37.8,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
758,37.85,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
759,37.9,3.196,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
760,37.95,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
761,38.0,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
762,38.05,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
763,38.1,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
764,38.15,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
765,38.2,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
766,38.25,3.195,2.96,1.367,13.64,15.76,1.818,0.1392,1.716,1.825,100.0
767,38.3,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
768,38.35,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
769,38.4,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
770,38.45,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
771,38.5,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
772,38.55,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
773,38.6,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
774,38.65,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
775,38.7,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
776,38.75,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
777,38.8,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
778,38.85,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
779,38.9,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
780,38.95,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
781,39.0,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
782,39.05,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
783,39.1,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
784,39.15,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
785,39.2,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
786,39.25,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
787,39.3,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
788,39.35,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
789,39.4,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
790,39.45,3.195,2.96,1.367,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
791,39.5,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
792,39.55,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
793,39.6,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
794,39.65,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
795,39.7,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
796,39.75,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
797,39.8,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
798,39.85,3.195,2.96,1.368,13.64,15.76,1.818,0.1391,1.716,1.825,100.0
799,39.9,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
800,39.95,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
801,40.0,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
802,40.05,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
803,40.1,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
804,40.15,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
805,40.2,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
806,40.25,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
807,40.3,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
808,40.35,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
809,40.4,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
810,40.45,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
811,40.5,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
812,40.55,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
813,40.6,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
814,40.65,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
815,40.7,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
816,40.75,3.195,2.96,1.368,13.64,15.76,1.818,0.139,1.715,1.825,100.0
817,40.8,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
818,40.85,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
819,40.9,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
820,40.95,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
821,41.0,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
822,41.05,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
823,41.1,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
824,41.15,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
825,41.2,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
826,41.25,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
827,41.3,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
828,41.35,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
829,41.4,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
830,41.45,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
831,41.5,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
832,41.55,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
833,41.6,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
834,41.65,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
835,41.7,3.195,2.96,1.368,13.64,15.76,1.817,0.139,1.715,1.825,100.0
836,41.75,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
837,41.8,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
838,41.85,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
839,41.9,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
840,41.95,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
841,42.0,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
842,42.05,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
843,42.1,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
844,42.15,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
845,42.2,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
846,42.25,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
847,42.3,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
848,42.35,3.195,2.96,1.368,13.64,15.76,1.817,0.1389,1.715,1.825,100.0
