t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
91.95,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.05,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.1,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.15,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.2,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.25,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.3,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.35,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.4,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.45,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.5,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.55,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.6,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.65,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.7,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.75,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.8,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.85,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.9,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
92.95,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93,3.194,0.0002457,0.0002448,818,58020,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.05,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.1,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.15,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.2,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.25,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.3,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.35,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.4,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.45,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.5,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.55,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.6,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.65,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.7,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.75,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.8,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.85,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.9,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
93.95,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.05,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.1,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.15,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.2,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.25,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.3,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.35,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.4,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.45,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.5,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.55,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.6,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.65,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.7,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.75,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.8,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.85,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.9,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
94.95,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.05,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.1,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.15,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.2,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.25,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.3,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.35,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.4,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.45,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.5,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.55,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.6,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.65,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.7,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.75,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.8,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.85,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.9,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
95.95,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.05,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.1,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.15,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.2,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.25,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.3,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.35,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.4,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.45,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.5,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.55,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.6,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.65,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.7,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.75,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.8,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.85,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.9,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
96.95,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.05,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.1,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.15,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.2,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.25,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.3,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.35,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.4,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.45,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.5,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
97.55,3.194,0.0002457,0.0002448,818,58010,36530,23480,15530,11900,46.52,3330,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
