t,srtSRTtotal,biothickl21(1),biothickl21(2),profile1xbhl21(1),profile1xbhl21(2),profile1xbhl21(3),profile1xbhl21(4),profile1xbhl21(5),profile1xbhl21(6),profile1xbail21(1),profile1xbail21(2),profile1xbail21(3),profile1xbail21(4),profile1xbail21(5),profile1xbail21(6),profile1xbaal21(1),profile1xbaal21(3),profile1xbaal21(4),profile1xbaal21(5),profile1xbaal21(6),innero2masstransl21(1),innero2masstransl21(2),q11,x11,vss11,scod11,cod11,bod11,snh11,tkn11
days,d,m,m,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,mgCOD/L,kg/d,kg/d,MGD(US),mg/L,mg/L,mgCOD/L,mgCOD/L,mgO2/L,mgN/L,mgN/L
86.3,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.35,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.4,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.45,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.5,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.55,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.6,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.65,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.7,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.75,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.8,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.85,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.9,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
86.95,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.05,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.1,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.15,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.2,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.25,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.3,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.35,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.4,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.45,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.5,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3332,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.55,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.6,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.067,1.368,13.63,15.76,1.815,0.1384,1.715
87.65,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.7,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.75,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.8,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.85,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.9,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
87.95,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.05,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.1,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.15,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.2,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.25,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.3,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.35,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.4,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.45,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.5,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.55,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.6,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.65,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.7,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.75,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.8,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.85,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.9,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
88.95,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.05,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.1,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.15,3.194,0.0002457,0.0002448,818,58030,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.2,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.25,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.3,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.35,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.4,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.45,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.5,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.55,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.6,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.65,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.7,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.75,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.8,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.85,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.9,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
89.95,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.05,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.1,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.15,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.2,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.25,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.3,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.35,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.4,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.45,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.5,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7589,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.55,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.6,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.65,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.7,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.75,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.8,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.85,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.9,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
90.95,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.05,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.1,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.15,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.2,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.25,3.194,0.0002457,0.0002448,818,58020,36540,23480,15540,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.3,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.35,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.4,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.45,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.5,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.55,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.6,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.65,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.7,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.75,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.8,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.85,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
91.9,3.194,0.0002457,0.0002448,818,58020,36540,23480,15530,11900,46.51,3331,12210,12600,9535,7588,14.17,4487,5045,3972,3210,1.26E+31,1.26E+31,2.96,2.068,1.368,13.63,15.76,1.815,0.1384,1.715
